19:33:41.516 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for CONNECTEDSEGMENTS
19:33:55.095 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation InjectSwitchSet with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5c089b2f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@41e1455d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6fe46b62 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2bc12da (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4642b71d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@66908383 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@30feffc (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@c68a5f8 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@64e1dd11 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6ef7623 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:55.099 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.099 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.099 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:55.101 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:55.101 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:55.102 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:55.102 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:55.108 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:55.108 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:55.108 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:55.108 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:55.108 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:55.108 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.108 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:55.108 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 0 matches.
19:33:55.108 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.117 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for SWITCHSET_REPAIR
19:33:55.126 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:55.127 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:55.127 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:55.127 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:55.127 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:55.129 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:55.129 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:55.129 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:55.129 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:55.129 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:55.151 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.151 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:55.151 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 6 matches.
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7c8326a4 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SwitchSet
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@69ce2f62 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SwitchSet
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@18fdb6cf (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SwitchSet
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@d02f8d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SwitchSet
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@60baef24 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SwitchSet
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@61533ae (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SwitchSet
19:33:55.152 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.152 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.154 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:55.156 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:55.157 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:55.157 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:55.157 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:55.161 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:55.161 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:55.161 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:55.161 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:55.161 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairSwitchSet with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4492eede (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7c8326a4 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@cbc8d0f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@35c09b94 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@37b57b54 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@60baef24 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@38af1bf6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4b1c0397 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@312afbc7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@18fdb6cf (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5c1f6d57 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@27068a50 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5395ea39 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@d02f8d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3f9270ed (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@773bd77b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5395ea39 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@d02f8d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@75fc1992 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6d91790b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@720653c2 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@69ce2f62 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5fac521d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@66434cc8 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@f288c14 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@61533ae (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@27a2a089 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@71a3a190 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:55.162 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.162 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.162 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:55.163 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:55.163 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:55.163 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:55.163 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:55.164 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:55.164 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:55.164 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:55.164 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:55.164 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:55.165 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.166 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:55.166 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 0 matches.
19:33:55.166 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.166 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:55.167 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:55.167 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:55.167 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:55.167 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:55.174 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:55.174 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:55.174 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:55.174 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:55.174 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairSwitchSet with arguments: [[]].
19:33:55.175 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.175 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.175 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:55.175 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:55.176 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:55.176 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:55.176 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:55.178 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:55.178 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:55.178 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:55.178 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:55.178 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:55.183 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.183 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:55.183 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 0 matches.
19:33:55.183 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for CONNECTEDSEGMENTS
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for POSLENGTH
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for ROUTESENSOR
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for SEMAPHORENEIGHBOR
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for SWITCHSET
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for SWITCHMONITORED
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for CONNECTEDSEGMENTS_INJECT
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for POSLENGTH_INJECT
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for ROUTESENSOR_INJECT
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for SEMAPHORENEIGHBOR_INJECT
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for SWITCHSET_INJECT
19:33:55.194 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for SWITCHMONITORED_INJECT
19:33:55.308 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:55.309 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:55.309 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:55.309 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:55.309 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:55.312 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:55.312 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:55.312 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:55.312 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:55.312 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:55.379 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:55.380 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:55.380 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 4 matches.
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2dd8239 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy ConnectedSegments
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4d1f1ff5 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy ConnectedSegments
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@25cd49a4 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy ConnectedSegments
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@10afe71a (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy ConnectedSegments
19:33:55.380 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:55.380 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:55.380 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:55.381 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:55.381 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
